Missile	Id	Vel	MaxVel	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	AnimLen	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientSend	NextHit	NextDelay	Size	CanDestroy	ToHit	AlwaysExplode	Explosion	NeverDup	ReturnFire	GetHit	KnockBack	Trans	Qty	Pierce	Param1	Param1 Comment	Param2	Param2 Comment	SpecialSetup	Open	Beta	Skill	HitShift	SrcDamage	MinDamage	MaxDamage	LevDamage	EType	EMin	Emax	ELevel	ELen	ELevelLen	HitClass	NumDirections	LocalBlood
BoneSpirit	193	12	12	0	128	0	3	0	255	255	255	1	0	1	BoneSpirit	8	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	none	0	none	0	0	0	93	8	0	0	0	0	0	0	0	0	0	0	0	8	0
ColdUnique	194	24	24	-1000	14	0	0	0	81	81	255	0	0	0	FrostNova	14	0	0	0	0	3	0	0	1	1	0	1	3	1	1	0	0	0	0	1	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	4	6	8	4	75	25	0	16	0
LightUnique	195	12	12	0	98	0	3	1	255	255	255	1	3	1	ChargedBolt	10	0	1	2	8	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	8	0	0	0	0	2	1	1	2	0	0	64	16	0
SKBowArrow1	196	24	24	0	40	0	0	0	255	255	255	1	0	1	Arrow	1	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	0	1	3	3	0	0	0	0	0	0	10	32	0
SKBowArrow2	197	24	24	0	40	0	0	0	255	255	255	1	0	1	Arrow	1	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	0	1	3	3	0	0	0	0	0	0	10	32	0
SKBowArrow3	198	24	24	0	40	0	0	0	255	255	255	1	0	1	Arrow	1	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	0	1	4	4	0	0	0	0	0	0	10	32	0
SKBowArrow4	199	24	24	0	40	0	5	0	255	178	64	1	0	1	FireArrow	8	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	1	2	5	5	0	0	10	32	0
SKBowArrow5	200	24	24	0	40	0	5	0	255	255	255	1	0	1	SafeArrow	8	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	1	4	4	2	1	4	0	0	0	10	32	0
Nova1	201	24	24	-1000	13	0	0	0	255	255	255	0	0	0	null	2	0	0	0	0	3	0	0	1	1	0	1	4	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	64	1	0
Nova2	202	24	24	-1000	13	0	0	0	255	255	255	0	0	0	null	2	0	0	0	0	3	0	0	1	1	0	1	4	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	64	1	0
AndyPoisonBolt	203	20	20	0	50	0	5	0	255	255	255	3	0	0	poisonNova	30	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	0	0	1280	1792	1280	5	32	64	32	800	0	0	32	0
TeethExplode	204	0	0	0	13	0	0	0	0	0	0	0	0	0	teethexplode	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LightningJavelin	205	30	30	0	25	0	6	1	255	255	255	0	0	1	LightningJavelin	5	0	0	0	0	3	1	0	1	1	0	0	0	2	1	0	0	0	0	1	1	0	1	1	1	0	none	0	none	0	1	1	20	0	0	0	0	0	0	0	0	0	0	0	64	16	0
LightningFury	206	30	30	0	25	0	6	1	255	255	255	0	0	1	LightningJavelin	5	0	0	0	0	3	1	0	1	1	0	0	0	2	1	0	0	0	0	1	1	0	1	1	1	0	none	0	none	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	64	16	0
BoneWallMaker	207	12	12	0	7	2	3	0	255	255	255	0	0	0	null	2	0	0	0	0	8	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
NecroMage1	208	14	14	0	30	0	5	0	255	255	255	1	0	0	poisonNova	30	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	1280	0	5	6	6	1	500	250	0	32	0
NecroMage2	209	14	14	0	30	0	5	0	255	255	255	1	0	1	Icebolt	6	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	4	1	4	1	25	25	0	16	0
NecroMage3	210	14	14	0	30	0	5	0	255	255	255	1	0	1	Firebolt	5	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	1	2	6	2	0	0	0	16	0
NecroMage4	211	14	14	0	30	0	5	0	255	255	255	1	0	1	ChargedBolt	10	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	2	1	7	1	0	0	0	16	0
Sparkle	212	4	4	0	30	0	0	0	255	255	255	1	0	1	Gleam	8	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	5	2	6	2	0	0	0	1	0
MultipleShotArrow	213	24	24	0	50	0	0	0	255	255	255	1	0	0	Arrow	1	0	0	0	0	3	1	0	1	1	0	1	4	1	1	1	0	0	0	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	2	0	0	0	0	0	0	0	0	0	10	32	0
MultipleShotBolt	214	24	24	0	50	0	0	0	255	255	255	1	0	0	XBowBolt	1	0	0	0	0	3	1	0	1	1	0	1	4	1	1	1	0	0	0	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	2	0	0	0	0	0	0	0	0	0	10	32	0
ChargedStrikeBolt	215	12	12	0	98	0	3	1	255	255	255	1	3	1	ChargedBolt	10	0	1	2	8	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	8	0	0	0	0	2	2	4	2	0	0	0	16	0
BoneSpearExplode	216	0	0	0	13	0	0	0	0	0	0	0	0	0	teethexplode	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
PoisonExplosionCloud	217	0	0	0	60	0	0	0	128	255	128	0	0	1	PoisonSparks	31	0	1	10	19	3	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	0	0	83	8	0	0	0	0	0	0	0	0	0	0	0	8	0
BoneCast	218	0	0	0	20	0	0	0	255	255	255	0	0	0	BoneCast	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	16	0
BattleCry	219	12	12	-1000	12	0	0	0	192	192	192	1	0	0	BAYellShockWave01	15	0	0	0	0	3	0	0	1	1	0	1	4	1	1	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
PrimePoisonCloud	220	0	0	0	60	0	0	0	255	255	255	0	0	1	PoisonSparks	31	0	1	10	19	3	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	0	0	0	0	0	0	0	0	5	10	10	5	300	20	0	8	0
PlagueJavCloud	221	0	0	0	60	0	0	0	255	255	255	0	0	1	PoisonSparks	31	0	1	10	19	3	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	1	1	25	0	-1	0	0	0	0	0	0	0	0	0	0	8	0
RancidGasCloud	222	0	0	0	60	0	0	0	255	255	255	0	0	1	PoisonSparks	31	0	1	10	19	3	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	1	1	0	0	0	0	0	0	5	10	10	0	500	0	0	8	0
ChokingGasCloud	223	0	0	0	60	0	0	0	255	255	255	0	0	1	PoisonSparks	31	0	1	10	19	3	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	1	1	0	0	0	0	0	0	5	20	20	0	500	0	0	8	0
StranglingGasCloud	224	0	0	0	60	0	0	0	255	255	255	0	0	1	PoisonSparks	31	0	1	10	19	3	0	0	1	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0	1	2	"Slow drift speed, fourths."	4	"Fast drift speed, fourths."	0	1	1	0	0	0	0	0	0	5	30	30	0	500	0	0	8	0
BugLightning	225	12	12	0	98	0	3	1	255	255	255	1	3	1	ChargedBolt	10	0	1	2	8	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	4	Rand Light Radius Add	0	none	0	1	1	0	0	0	0	0	0	2	256	256	128	0	0	64	16	0
PantherJav1	226	20	20	0	80	0	0	0	255	255	255	1	0	1	Javelin	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	none	0	none	0	0	0	0	8	0	2	5	4	0	0	0	0	0	0	6	32	0
PantherJav2	227	20	20	0	80	0	0	0	255	255	255	1	0	1	Javelin	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	none	0	none	0	0	0	0	8	0	3	7	4	0	0	0	0	0	0	6	32	0
PantherJav3	228	20	20	0	80	0	0	0	255	255	255	1	0	1	Javelin	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	none	0	none	0	0	0	0	8	0	4	9	4	0	0	0	0	0	0	6	32	0
PantherJav4	229	20	20	0	80	0	0	0	255	255	255	1	0	1	Javelin	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	none	0	none	0	0	0	0	8	0	5	11	5	0	0	0	0	0	0	6	32	0
ImmolationFire	230	0	0	0	90	25	5	1	255	178	64	0	0	1	groundFireBig	37	0	1	12	36	3	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	4	Rand Light Radius Add	0	none	0	0	0	0	2	0	0	0	0	1	7	9	5	0	0	32	1	0
FuryLightning	231	30	30	0	25	0	4	0	255	255	255	0	0	1	LightningStrike	8	0	1	0	7	3	0	0	1	1	0	0	0	2	1	0	0	0	0	1	1	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	2	1	40	4	0	0	64	32	0
LightningStrike	232	30	30	0	25	0	4	0	255	255	255	0	0	1	LightningStrike	8	0	0	0	0	3	1	0	1	1	0	1	4	2	1	0	0	0	0	1	1	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	2	8	14	2	0	0	64	32	0
FistoftheHeavensDelay	233	0	0	0	10	0	0	0	0	0	0	0	0	0	null	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	none	0	none	0	0	0	121	8	0	0	0	0	0	0	0	0	0	0	0	1	0
FistoftheHeavensBolt	234	12	12	0	50	0	8	0	222	222	255	1	2	1	HolyBoltMissile	16	0	0	0	0	3	1	1	1	0	0	0	4	1	0	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	3	8	16	6	0	0	0	1	0
Warcry	235	12	12	-600	16	0	0	0	192	192	192	1	0	0	WarcryShockwave	16	0	0	0	0	3	0	0	1	1	0	1	6	1	1	0	0	0	0	0	1	0	1	0	1	0	none	0	none	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	32	0
BattleCommand	236	30	30	-500	15	0	0	0	192	192	192	1	0	0	BAYellShockWave01	15	0	0	0	0	3	0	1	1	1	0	1	4	1	1	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
BattleOrders	237	30	30	-500	15	0	0	0	192	192	192	1	0	0	BAYellShockWave01	15	0	0	0	0	3	0	1	1	1	0	1	4	1	1	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0
PantherPotOrange	238	16	16	0	128	0	0	0	255	128	128	0	0	0	mslops	8	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	2	Radius	0	none	1	0	0	0	8	0	3	5	3	1	2	5	3	0	0	0	1	0
PantherPotGreen	239	16	16	0	128	0	0	0	128	255	128	0	0	0	mslgps	8	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	1	40	Poison Length	0	none	1	0	0	0	1	0	0	0	0	5	9	12	6	400	0	0	1	0
MeteorFire	240	0	0	0	90	25	3	1	255	178	64	0	0	1	groundFireMedium	37	0	1	12	36	3	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	2	Rand Light Radius Add	0	none	0	0	0	0	2	0	0	0	0	1	14	18	6	0	0	32	1	0
Trap Spike Right	241	9	9	0	50	0	0	0	255	255	255	1	0	1	SpikeRight	12	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	2	0	0	0	0	0	0	0	0	0	10	1	0
Trap Spike Left	242	9	9	0	50	0	0	0	255	255	255	1	0	1	SpikeLeft	12	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	2	0	0	0	0	0	0	0	0	0	10	1	0
Trap Cursed Skull Right	243	6	6	0	50	0	0	0	255	255	255	1	0	1	SkullRight	12	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	2	0	0	0	0	0	0	0	0	0	10	1	0
Trap Cursed Skull Left	244	6	6	0	50	0	0	0	255	255	255	1	0	1	SkullLeft	12	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	2	0	0	0	0	0	0	0	0	0	10	1	0
Trap Poison Ball Right	245	6	6	0	50	0	0	0	255	255	255	1	0	1	PoisonRight	12	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	2	0	0	0	0	0	0	0	0	0	10	1	0
Trap Poison Ball Left	246	6	6	0	50	0	0	0	255	255	255	1	0	1	PoisonLeft	12	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	none	0	none	0	1	1	0	8	2	0	0	0	0	0	0	0	0	0	10	1	0
Hydra	247	14	14	0	30	0	5	0	255	255	255	2	0	1	Firebolt	5	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	0	0	62	8	0	0	0	0	0	0	0	0	0	0	0	16	0
BoneSpearTrail	248	0	0	0	8	0	0	0	255	255	255	0	0	0	BoneSpearTrail	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	32	0
GrimWardSmallStart	249	0	0	0	5	0	0	0	0	0	0	0	0	0	GrimWardSmallStart	5	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	1
GrimWardSmall	250	0	0	0	200	0	0	0	0	0	0	0	0	1	GrimWardSmall	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	1
GrimWardSmallStop	251	0	0	0	9	0	0	0	0	0	0	0	0	0	GrimWardSmallStop	9	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	1
GrimWardMediumStart	252	0	0	0	8	0	0	0	0	0	0	0	0	0	GrimWardMediumStart	8	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	1
GrimWardMedium	253	0	0	0	200	0	0	0	0	0	0	0	0	1	GrimWardMedium	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	1
GrimWardMediumStop	254	0	0	0	9	0	0	0	0	0	0	0	0	0	GrimWardMediumStop	9	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	1
GrimWardLargeStart	255	0	0	0	8	0	0	0	0	0	0	0	0	0	GrimWardLargeStart	8	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	1
GrimWardLarge	256	0	0	0	200	0	0	0	0	0	0	0	0	1	GrimWardLarge	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	1
GrimWardLargeStop	257	0	0	0	9	0	0	0	0	0	0	0	0	0	GrimWardLargeStop	9	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	4	1
ZakarumLight	258	0	0	0	12	0	3	1	255	255	255	0	0	1	LightningStrike	8	0	1	0	7	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	64	32	0
GrimWardScare	259	2	2	0	24	12	0	0	0	0	0	0	0	0	null	2	0	0	0	0	3	0	0	1	1	0	1	6	2	0	0	0	0	0	0	0	0	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FrozenOrb	260	10	10	0	30	0	6	0	81	81	255	1	0	1	IceOrb	16	0	0	0	0	3	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
FrozenOrbBolt	261	18	18	0	25	0	4	0	81	81	255	0	0	1	IceBolt	6	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	none	0	none	0	0	0	64	8	0	0	0	0	0	0	0	0	0	0	0	16	0
FrozenOrbNova	262	24	24	0	25	0	4	0	81	81	255	0	0	1	IceBolt	6	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	none	0	none	0	0	0	64	8	0	0	0	0	0	0	0	0	0	0	0	16	0
FrozenOrbExplode	263	0	0	0	16	0	6	0	81	81	255	0	0	0	IceOrbExplode	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
ChillingArmorBolt	264	18	18	0	25	0	4	0	81	81	255	0	0	1	IceBolt	6	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	none	0	none	0	0	0	60	8	0	0	0	0	0	0	0	0	0	0	0	16	0
FireExplosion	265	0	0	0	12	0	0	0	0	0	0	0	0	0	FireArrowExplode2	12	5	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
BlowGun	266	20	20	0	90	0	0	0	255	255	255	1	0	1	Blowdart	8	0	0	0	0	3	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	none	0	none	0	1	1	0	8	0	4	6	1	0	0	0	0	0	0	10	16	0
ChainLightning	267	30	30	0	25	0	4	0	255	255	255	0	0	1	LightningStrike	8	0	0	0	0	3	0	0	1	1	0	1	4	2	1	0	0	0	0	1	1	1	1	0	0	0	none	0	none	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	64	32	0
ReviveSmall	268	0	0	0	25	0	5	0	255	178	64	0	0	0	Revive	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
ReviveMedium	269	0	0	0	25	0	5	0	255	178	64	0	0	0	Revive	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
ReviveLarge	270	0	0	0	25	0	5	0	255	178	64	0	0	0	Revive	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
MonGlacialSpike	271	18	18	0	40	0	5	0	81	81	255	1	0	1	GlacialSpike	6	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	4	2	4	2	0	0	0	16	0
IceBreakSmall	272	0	0	0	30	0	0	0	255	255	255	0	0	0	IceBreakSmall	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
IceBreakMedium	273	0	0	0	30	0	0	0	255	255	255	0	0	0	IceBreakLarge	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
IceBreakLarge	274	0	0	0	30	0	0	0	255	255	255	0	0	0	IceBreakLarge	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
IceBreakSmoke	275	0	0	0	15	0	0	0	255	255	255	0	0	0	IceBreakSmoke	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
Mephisto	276	24	24	0	40	0	9	0	255	255	255	0	0	1	MephistoMissile	10	0	0	0	0	3	1	0	1	1	0	0	0	2	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	3	4	1	4	12	18	3	75	0	0	16	0
Firehead	277	14	14	0	40	0	8	0	255	178	64	1	0	1	VampireMissile	19	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	none	0	none	0	0	0	0	6	0	0	0	0	1	4	10	1	0	0	0	16	0
Whilrwind	278	12	12	0	3	0	0	0	0	0	0	0	0	0	null	2	0	0	0	0	3	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	none	0	none	0	0	0	151	8	0	0	0	0	0	0	0	0	0	0	0	1	0
ArcaneLightningBolt	279	32	32	0	40	0	8	1	178	178	255	1	0	2	null	2	0	0	0	0	1	0	0	1	1	0	0	0	2	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	2	7	14	5	600	0	64	1	0
FrogFire	280	15	15	0	40	0	4	1	255	64	64	1	0	1	Fireball	5	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	33	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	1	9	18	6	0	0	0	16	0
FrogCold	281	12	12	0	35	0	4	1	64	64	255	1	0	1	Icebolt	6	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	33	1	0	1	0	none	0	none	0	0	0	0	8	0	0	0	0	4	6	12	5	600	0	0	16	0
FrogPois	282	12	12	0	30	0	4	1	64	255	64	1	0	1	FrogPoisonMissile	7	0	0	0	0	3	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	33	1	0	1	0	none	0	none	0	0	0	0	0	0	0	0	0	5	6	12	5	600	0	0	16	0
DesertFireBall	283	16	16	0	40	0	6	1	255	64	64	1	0	1	Fireball	5	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	2	Radius	0	none	0	0	0	0	8	0	0	0	0	1	3	5	4	600	0	0	16	0
BRDeathControl	284	0	0	0	375	0	6	1	255	255	255	25	0	0	null	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
BRDeathLightningBolt	285	32	32	0	20	0	4	0	255	255	255	0	0	2	null	2	0	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	0	1	1	0	1	0	1	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	64	1	0
BRDeathLightningHit	286	0	0	0	12	0	0	0	255	255	255	0	0	1	LightningStrike	8	0	1	0	7	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	4	Rand Light Radius Add	0	none	0	1	1	0	8	0	0	0	0	2	2	5	4	0	0	64	32	0
DenOfEvilLight	287	0	0	0	300	0	10	0	255	255	255	0	0	1	LightBeams	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0
CairnStones	288	0	0	0	300	0	0	0	255	255	255	0	0	1	null	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	40	Fade frames	2	Lightning delay	0	1	1	0	8	0	0	0	0	0	0	0	0	0	0	64	1	0
CairnStonesSky	289	0	0	0	5	0	0	0	255	255	255	0	0	1	null	2	0	0	0	0	3	1	1	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	none	0	none	0	1	1	0	8	0	0	0	0	2	1	6	0	0	0	64	1	0
