skill	Id	charclass	ClassReq	AttackRank	itemclass1	itemclass2	itemclass3	itemclass4	itemclass5	itemclass6	anim	monanim	seqnum	Durability	Shiver	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchMonsterNear	SelectDead	SearchOpenXY	TargetPet	TargetAlly	range	AttackNoMana	reqlevel	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	State1	State2	State3	SkillPage	SkillRow	SkillColumn	IconCel	leftskl	manashift	mana	lvlmana	Interrupt	InTown	Periodic	Passive	Param1	Param1 Description	Param2	Param2 Description	Param3	Param3 Description	Param4	Param4 Description	Param5	Param5 Description	Param6	Param6 Description	effect	leveleffect	InGame	Done	Open	Beta	What's left? - code	What's Left - art	ToHit	LevToHit	HitShift	SrcDam	MinDam	MaxDam	LevDam	EType	EMin	EMax	ELev	ELen	ELevLen
Concentration	113	paladin	0	6	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	18	0	0	0	0	Blessed Aim	0	0	0	0	0	2	4	1	34	1	8	0	0	1	1	1	0	11	radius	2	additional radius per level	60	% additional damage	15	$ additional damage/level	20	percent chance that attack will not be interrupted	0	?	aura gives 20% chance that an interrupting hit (hard hit) does not interrupt - PARTY	+7% chance	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0	0	0	0	0
Holy Freeze	114	paladin	0	8	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	0	1	0	0	0	0	0	0	0	0	0	h2h	0	18	0	0	0	0	Holy Fire	0	0	0	0	0	2	4	2	36	1	8	0	0	1	1	1	0	6	radius	1	additional radius per level	25	min% slowing	60	max% slowing	0	?	0	?	aura - monsters in radius are slowed (25%) and blued	bigger radius and more slowed	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0	0	0	0	0
Vigor	115	paladin	0	1	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	18	0	0	0	0	Cleansing	Defiance	0	0	0	0	3	4	2	26	1	8	0	0	1	1	1	0	15	radius	3	additional radius per level	50	% faster stamina recovery and max stamina	25	% additional stamina recovery and max stamina	7	min % speed increase	50	max % speed increase	aura boosts stamina recovery - PARTY	faster recovery	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0	0	0	0	0
Conversion	116	paladin	0	0	!bw	xxx	xxx	xxx	xxx	xxx	attack	seq	0	0	1	1	0	1	1	0	0	0	0	0	h2h	1	24	0	0	0	0	Vengeance	0	0	0	0	0	1	5	1	30	0	8	4	0	1	0	0	0	500	duration of conversion (frames)	250	additional frames/level	0	min % chance convert	75	max % chance convert	0	?	0	?	"chance to convert target to fight for paladin, (Scale chance by monster level?)"	+25 frames effect	1	1	0	0	*Check	"overlayF, target monster pal white"	0	0	8	2	0	0	0	0	0	0	0	0	0
Holy Shield	117	paladin	0	3	*sd	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Charge	Blessed Hammer	0	0	0	0	1	5	3	42	1	8	35	0	1	1	0	0	750	duration of shield	250	duration/level	25	AC bonus	15	AC bonus per level	5	min % ToBlock Add	25	max % ToBlockAdd	"creates shield (equiped) AC=12,absorbs 5 damage form every attack up to 200"	"AC+2, absorbs +1"	1	1	0	0	*Check	"overlayF, Holy Shield component"	0	0	8	0	3	6	1	0	0	0	0	0	0
Holy Shock	118	paladin	0	4	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Holy Freeze	0	0	0	0	0	2	5	2	44	1	8	0	0	1	1	1	0	5	radius	1	additional radius per level	0	?	0	?	0	?	0	?	aura fires a charged bolt at every enemy that enters radius	"additional bolt, bigger radius"	1	1	0	0	*Check		0	0	7	0	0	0	0	2	2	10	3	0	0
Sanctuary	119	paladin	0	0	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Thorns	Holy Freeze	0	0	0	0	2	5	3	46	1	8	1	0	1	1	1	0	5	radius	1	additional radius per level	0	?	0	?	0	?	0	?	undead cannot pass into radius. This aura drains mana (slowly) !	additional radius	1	1	0	0	*Check		0	0	8	0	0	0	0	3	8	16	4	0	0
Meditation	120	paladin	0	7	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Cleansing	0	0	0	0	0	3	5	1	48	1	8	0	0	1	1	1	0	11	radius	2	additional radius per level	65	% boost to mana recovery	15	% additional boost/level	0	?	0	?	aura boosts mana recovery - PARTY	"+5% boost, bigger radius"	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0	0	0	0	0
Fist of the Heavens	121	paladin	0	7	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	0	4	0	0	1	0	0	0	0	none	0	30	0	0	0	0	Blessed Hammer	Conversion	0	0	0	0	1	6	2	50	0	8	25	2	1	0	0	0	6	holy bolts to release	1	holy bolts per level	0	?	0	?	0	?	0	?	target undead (not unique) is bannished 20%+ 5*(paladin level-monster level)	+10% chance	1	1	0	0	*Check	"overlayU, Hand of God"	0	0	8	0	0	0	0	2	1	40	8	0	0
Fanaticism	122	paladin	0	8	xxx	xxx	xxx	xxx	xxx	xxx	aura	sk1	0	0	1	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Concentration	0	0	0	0	0	2	6	1	52	1	8	0	0	1	1	1	0	11	radius	0	additional radius per level	10	min% boost	40	max% boost	0	?	0	?	aura boosts attack speed - PARTY	faster yet even	1	1	0	0	*Check		40	5	8	0	0	0	0	0	0	0	0	0	0
Conviction	123	paladin	1	6	!bw	xxx	xxx	xxx	xxx	xxx	aura	seq	5	1	1	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Sanctuary	0	0	0	0	0	2	6	3	56	1	8	0	0	1	1	1	0	9	radius	1	additional radius per level	20	min % resist reduction	65	max % resist reduction	40	min % AC reduction	100	max % AC reduction	reduce AC and Resistance of enemies in radius	min 0 resist	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0	0	0	0	0
Redemption	124	paladin	0	0	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Vigor	0	0	0	0	0	3	6	2	54	1	8	0	0	1	1	1	0	11	radius	0	additional radius per level	10	min % chance redeem	100	max % chance redeem	25	HP and mana gained	5	HP and mana gained/level	"aura check every 2 secs for each dead body, destroy it, give mana and hp to paladin"	"bigger chance, more gain"	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0	0	0	0	0
Salvation	125	paladin	0	8	xxx	xxx	xxx	xxx	xxx	xxx	aura	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	0	0	0	0	0	0	3	6	3	58	1	8	0	0	1	1	1	0	11	radius	2	additional radius per level	50	min % resist	80	max % resist	0	?	0	?	aura - PARTY	additional radius/effect	1	1	0	0	*Check		0	0	8	0	0	0	0	0	0	0	0	0	0
Bash	126	barbarian	0	7	!bw	xxx	xxx	xxx	xxx	xxx	attack	seq	0	0	1	1	0	1	1	0	0	0	0	0	h2h	1	1	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	8	2	0	1	0	0	0	50	Min % damage bonus	5	% damage bonus	1	Min Damage	1	Min Damager per level	0	?	0	?	<----- Make sure it works for any melee attack (including 2 weapons)	+ (skilllevel*5)% damage	1	1	1	1	*Check	?	20	5	8	2	0	0	0	0	0	0	0	0	0
Sword Mastery	127	barbarian	0	0	1hs	2hs	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	2	1	8	0	0	1	0	1	2	0	?	0	?	0	?	0	?	0	?	0	?	PASSIVE skill adds (50% FORMULA)% damage and to hit. 	+2% to hit/level	1	1	1	1	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Axe Mastery	128	barbarian	0	0	1hs	2hs	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	4	1	8	0	0	1	0	1	2	0	?	0	?	0	?	0	?	0	?	0	?	PASSIVE skill adds (50% FORMULA)% damage and to hit. 	+3% max damage/level	1	1	1	1	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Mace Mastery	129	barbarian	0	0	1hs	2hs	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	2	1	3	6	1	8	0	0	1	0	1	2	0	?	0	?	0	?	0	?	0	?	0	?	PASSIVE skill adds (50% FORMULA)% damage and to hit. 	+3% min damage/level	1	1	1	1	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Howl	130	barbarian	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	3	1	1	8	1	8	4	0	1	0	0	0	2	Velocity/level increase	1	Plev+Slev+n	24	Distance to retreat	5	Distance per level	75	Time to retreat	25	Time per level	all monsters in radius retreat if charlevel+skilllevel > targetlevel	"bigger radius, bigger retreat"	1	1	1	1	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Find Potion	131	barbarian	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	1	1	0	0	0	h2h	0	1	0	0	0	0	0	0	0	0	0	0	3	1	3	10	1	8	2	0	1	0	0	0	0	min chance to find heart	100	max chance to find heart	30	Chance of finding a mana potion	10	Chance of finding rejuv	0	?	0	?	target a corpse for 5%+3%/skilllevel chance to get heart. Destroys corpse	better chance	1	1	1	1	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Leap	132	barbarian	0	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	13	1	0	1	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0	0	0	0	0	0	0	1	2	1	12	0	8	2	0	1	0	0	0	4	min distance	30	max distance	4	Knockback range	1	knockback range per level	0	?	0	?	jump as far as possible (within max distance) towards target square	longer range	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Double Swing	133	barbarian	0	5	1js	1ss	1jt	1st	xxx	xxx	seq	seq	11	1	1	1	0	1	1	0	0	0	0	0	h2h	1	6	0	0	0	0	Bash	0	0	0	0	0	1	2	3	14	0	8	2	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	swing 2 weapons in 1 seq move	-4% speed (faster)	1	1	0	1	*Check	?	15	5	8	2	0	0	0	0	0	0	0	0	0
Pole Arm Mastery	134	barbarian	0	0	stf	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0	0	0	0	0	0	0	2	2	1	16	1	8	0	0	1	0	1	2	0	?	0	?	0	?	0	?	0	?	0	?	PASSIVE skill adds (50% FORMULA)% damage and to hit. 	-2% speed/level	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Throwing Mastery	135	barbarian	0	0	1hs	1ht	1hs	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0	0	0	0	0	0	0	2	2	2	18	1	8	0	0	1	0	1	2	0	?	0	?	0	?	0	?	0	?	0	?	PASSIVE skill adds (50% FORMULA)% damage and to hit. 	+1 missile velocity/level	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Spear Mastery	136	barbarian	0	0	1ht	2ht	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0	0	0	0	0	0	0	2	2	3	20	1	8	0	0	1	0	1	2	0	?	0	?	0	?	0	?	0	?	0	?	PASSIVE skill adds (50% FORMULA)% damage and to hit. 	+.25 range/level	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Taunt	137	barbarian	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	sk1	0	0	1	1	0	0	0	1	0	0	0	0	none	0	6	0	0	0	0	Howl	0	0	0	0	0	3	2	1	22	1	8	3	0	1	0	0	0	-5	% to hit for target	-2	% to hit/level	-5	% damage for target	-2	% damage/level	0	?	0	?	closest monster will fight until dead at -5% to hit and -5% damage if charlevel+skilllevel > targetlevel	-2% to hit and damage for target	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Shout	138	barbarian	0	8	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	6	0	0	0	0	Howl	0	0	0	0	0	3	2	2	24	1	8	6	0	1	0	0	0	100	% AC bonus for friendlies	10	% AC bonus per level	400	duration	50	duration/level	0	?	0	?	AC bonus to you and party members.	+20 duration	1	1	0	1	Test in multiplayer	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Stun	139	barbarian	0	0	!bw	xxx	xxx	xxx	xxx	xxx	attack	seq	0	0	1	1	0	1	1	0	0	0	0	0	h2h	1	12	0	0	0	0	Bash	0	0	0	0	0	1	3	2	26	0	8	2	0	1	0	0	0	30	Frames the target is stunned	5	additional frames/level	0	?	0	?	0	?	0	?	"Target is stunned for 4 frames, even on miss"	+2 frames	1	1	0	1	*Check	?	15	5	8	2	0	0	0	0	0	0	0	0	0
Double Throw	140	barbarian	0	5	1js	1ss	1jt	1st	xxx	xxx	seq	seq	15	1	1	1	0	0	0	0	0	0	0	0	none	0	12	0	0	0	0	Double Swing	0	0	0	0	0	1	3	3	28	0	8	1	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	Throw primary and secondary weapons in one move. Seq coming…	-5% speed	1	1	0	1	*Check	?	20	10	8	2	0	0	0	0	0	0	0	0	0
Increased Stamina	141	barbarian	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	12	0	0	0	0	0	0	0	0	0	0	2	3	1	30	1	8	0	0	1	0	1	1	30	% stamina increase	15	% stamina increase per level	0	?	0	?	0	?	0	?	PASSIVE 20%/level bonus to stamina	20% more	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Find Item	142	barbarian	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	1	1	0	0	0	h2h	0	12	0	0	0	0	Find Potion	0	0	0	0	0	3	3	3	32	1	8	7	0	1	0	0	0	5	min chance to find heart	65	max chance to find heart	30	% chance high quality	5	% chance magic item	0	?	0	?	target a corpse for 10%+5%/skilllevel chance to get item. Destroys corpse	better chance	1	1	0	1	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Leap Attack	143	barbarian	0	6	!bw	xxx	xxx	xxx	xxx	xxx	seq	seq	14	1	0	1	0	1	0	0	0	0	0	0	none	0	18	0	0	0	0	Leap	0	0	0	0	0	1	4	1	34	0	8	9	0	1	0	0	0	4	min distance	30	max distance	100	Min % damage bonus	30	% damage bonus	4	Knockback range	2	knockback range per level	Leap to target monster (who is frozen in place!) and give it a quick Bash	more damage/range	1	1	0	0	*Check	?	0	0	8	2	0	0	0	0	0	0	0	0	0
Concentrate	144	barbarian	0	0	!bw	xxx	xxx	xxx	xxx	xxx	attack	seq	0	0	1	1	0	1	1	0	0	0	0	0	h2h	1	18	0	0	0	0	Stun	0	0	0	0	0	1	4	2	36	0	8	2	0	0	0	0	0	20	% AC bonus	10	% AC bonus per level	0	?	0	?	0	?	0	?	"Attack is uninteruptible (take damage, but don't interupt)"	AC/attack bonus while executing	1	1	0	0	*Check	?	25	5	8	2	0	0	0	0	0	0	0	0	0
Iron Skin	145	barbarian	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	18	0	0	0	0	0	0	0	0	0	0	2	4	3	38	1	8	0	0	1	0	1	1	30	% AC bonus	10	% AC bonus per level	0	?	0	?	0	?	0	?	PASSIVE 15% AC bonus	+10%/level	1	1	0	0	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Battle Cry	146	barbarian	0	9	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	18	0	0	0	0	Taunt	0	0	0	0	0	3	4	1	40	1	8	5	0	1	0	0	0	300	duration	60	duration/level	-50	% AC bonus	-2	% AC bonus per level	-25	$ damage bonus	-1	% damage bonus per level	all monsters in radius have AC=0 and do -25% damage for duration	bigger radius/longer duration	1	1	0	0	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Frenzy	147	barbarian	0	3	1js	1ss	1jt	1st	xxx	xxx	seq	seq	11	0	1	1	0	1	1	0	0	0	0	0	h2h	1	24	0	0	0	0	Double Throw	0	0	0	0	0	1	5	3	42	0	8	3	0	0	0	0	0	50	duration	25	duration/level	30	min % speed increase	110	max % speed increase	0	?	0	?	"If Frenzy attack hits. Barbarian is 33% faster (attack and velocity) for 2 seconds, cumulative as long as you keep hitting"	"longer duration, hit bonus"	1	1	0	0	*Check	?	10	10	8	2	0	0	0	0	0	0	0	0	0
Increased Speed	148	barbarian	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Increased Stamina	0	0	0	0	0	2	5	1	44	1	8	0	0	1	0	1	1	7	min % speed increase	50	max % speed increase	0	?	0	?	0	?	0	?	adds to walk and run velocity	more adds	1	1	0	0	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Battle Orders	149	barbarian	0	9	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	24	0	0	0	0	Shout	0	0	0	0	0	3	5	2	46	1	8	7	0	1	0	0	0	750	duration	150	duration/level	35	min%increase	70	max%increase	0	?	0	?	"Every party member within radius, always hits and for 2X damage (h2h and missiles)  for duration"	bigger radius/duration	1	1	0	0	*Check	?	50	10	8	0	0	0	0	0	0	0	0	0	0
Grim Ward	150	barbarian	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	1	1	0	0	0	h2h	0	24	0	0	0	0	Find Item	0	0	0	0	0	3	5	3	48	1	8	4	0	1	0	0	0	3	radius	1	radius/level	1000	duration	0	duration/level	10	Distance to run	60	Monster scare duration	"Target a corpse and turn it into a ""grim ward"", all monsters with radius turned scaredy cat for duration"	bigger radius/duration	1	1	0	0	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Whirlwind	151	barbarian	0	3	!bw	xxx	xxx	xxx	xxx	xxx	seq	seq	10	1	0	1	0	1	0	0	0	0	0	0	none	1	30	0	0	0	0	Leap Attack	Concentrate	0	0	0	0	1	6	1	50	0	8	25	2	0	0	0	0	-50	Damage percent per attack	15	Damage percent per level	2	Attacks per tick	0	?	0	?	0	?	"Barbarian rotates in attack mode (hold contact frame) while travelling to target location, hitting all in path. Uninteruptable and always gets to target, like ""charge"""	faster veloctiy/bonus to hit	1	1	0	0	*Check	?	25	5	8	4	0	0	0	0	0	0	0	0	0
Berserk	152	barbarian	0	4	!bw	xxx	xxx	xxx	xxx	xxx	attack	seq	0	0	1	1	0	1	1	0	0	0	0	0	h2h	1	30	0	0	0	0	Concentrate	0	0	0	0	0	1	6	2	52	0	8	5	0	1	0	0	0	0	?	0	?	25	min vulnerable duration	75	max vulerable duration	-50	damage resist bonus	0	?	"(2X mastery curve) hit and damage bonus. Damage is ""Magic-type"". Barbarian has AC=0 and is takes 50% extra damage for duration."	less duration	1	1	0	0	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Natural Resistance	153	barbarian	0	0	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Iron Skin	0	0	0	0	0	2	6	3	54	1	8	0	0	1	0	1	1	0	min % resistance bonus	80	max % resistance bonus	0	?	0	?	0	?	0	?	PASSIVE (1/2 mastery curve) bonus to all resistances	curve	1	1	0	0	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
War Cry	154	barbarian	0	9	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Battle Cry	Battle Orders	0	0	0	0	3	6	1	56	1	8	17	1	1	0	0	0	25	stun length	5	stun length per level	0	?	0	?	0	?	0	?	all monsters in radius take 20 damage and are stunned for duration	more damage/bigger radius	1	1	0	0	*Check	?	0	0	8	0	15	20	5	0	0	0	0	0	0
Battle Command	155	barbarian	0	9	xxx	xxx	xxx	xxx	xxx	xxx	cast	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	30	0	0	0	0	Battle Orders	0	0	0	0	0	3	6	2	58	1	8	11	0	1	0	0	0	300	duration	100	duration/level	0	?	0	?	0	?	0	?	add 1 skill level to all party members skills (+10% hit/damage for pets)	bigger radius/duration	1	1	0	0	*Check	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Fire Hit	156	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	1	1	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	1	base damage	5	extra per level	50	duration	50	duration/level	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
UnHolyBolt	157	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
SkeletonRaise	158	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	1	1	1	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	1	1	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
MaggotEgg	159	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
ShamanFire	160	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	1	1	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
MagottUp	161	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
MagottDown	162	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
MagottLay	163	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
AndrialSpray	164	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	1	1	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Jump	165	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Swarm Move	166	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Nest	167	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	0	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
Quick Strike	168	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	seq	0	0	1	0	0	0	1	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	0	0	1	1	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
VampireFireball	169	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	8	0	0	0	0	0	0	0	0	0	0
VampireFirewall	170	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	?	0	?	0	?	0	?	0	?	0	?	?	?	1	0	0	0	?	?	0	0	0	0	0	0	0	0	0	0	0	0	0
VampireMeteor	171	monster	1	0	xxx	xxx	xxx	xxx	xxx	xxx	seq	cast	0	0	1	0	0	0	0	0	0	0	0	0	none	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	5	radius of explosion	1	radius/level	30	Frames of fire	15	Frames of fire per level	0	?	0	?	"giant meteor comes from sky and hits target square 60 frames after cast, immol arrow type"	"more damage, more radius"	1	0	0	0	*Check	"lightsource target, meteor missile, immolation explosion"	0	0	8	0	0	0	0	1	5	10	5	0	0
